userName,score,at,content,Cleaning,HapusEmoji,3/Lebih,CaseFolding
Pengguna Google,3,2023-04-28 15:06:29,"Jujur pertama kali berniaga di tokped saya menikmati servisnya dengan baik, namun sekarang pelayannya terasa berkurang, barang ready namun baru diantar 5 hari kemudian ditambah barang stuck di warehouse selama hampir 3 hari, Apalagi tidak ada fitur COD, membuat khawatir bagi pengguna yg melakukan transaksi barang yg nominalnya tidak sedikit. Tolong segera berbenah tokped,konsumen sudah memilih anda artinya mereka sudah melakukan filter terhadap e commerce lain, jangan kecewakan pelanggan.","Jujur pertama kali berniaga di tokped saya menikmati servisnya dengan baik, namun sekarang pelayannya terasa berkurang, barang ready namun baru diantar 5 hari kemudian ditambah barang stuck di warehouse selama hampir 3 hari, Apalagi tidak ada fitur COD, membuat khawatir bagi pengguna yg melakukan transaksi barang yg nominalnya tidak sedikit. Tolong segera berbenah tokped,konsumen sudah memilih anda artinya mereka sudah melakukan filter terhadap e commerce lain, jangan kecewakan pelanggan.","Jujur pertama kali berniaga di tokped saya menikmati servisnya dengan baik, namun sekarang pelayannya terasa berkurang, barang ready namun baru diantar 5 hari kemudian ditambah barang stuck di warehouse selama hampir 3 hari, Apalagi tidak ada fitur COD, membuat khawatir bagi pengguna yg melakukan transaksi barang yg nominalnya tidak sedikit. Tolong segera berbenah tokped,konsumen sudah memilih anda artinya mereka sudah melakukan filter terhadap e commerce lain, jangan kecewakan pelanggan.","Jujur pertama kali berniaga di tokped saya menikmati servisnya dengan baik, namun sekarang pelayannya terasa berkurang, barang ready namun baru diantar 5 hari kemudian ditambah barang stuck di warehouse selama hampir 3 hari, Apalagi tidak ada fitur COD, membuat khawatir bagi pengguna yg melakukan transaksi barang yg nominalnya tidak sedikit. Tolong segera berbenah tokped,konsumen sudah memilih anda artinya mereka sudah melakukan filter terhadap e commerce lain, jangan kecewakan pelanggan.","jujur pertama kali berniaga di tokped saya menikmati servisnya dengan baik, namun sekarang pelayannya terasa berkurang, barang ready namun baru diantar 5 hari kemudian ditambah barang stuck di warehouse selama hampir 3 hari, apalagi tidak ada fitur cod, membuat khawatir bagi pengguna yg melakukan transaksi barang yg nominalnya tidak sedikit. tolong segera berbenah tokped,konsumen sudah memilih anda artinya mereka sudah melakukan filter terhadap e commerce lain, jangan kecewakan pelanggan."
Pengguna Google,1,2023-04-26 16:41:02,"Aplikasi paling jelek,masukan promo ongkir tdk bisa,ambil promo suruh dowload berulang2 tetap tidak bisa yang lucu masukan cod kuota lewat pemakaian .kapan pernavmh pakai cod baru mau cob aplikasi dah tdk karuan.toped emang aplikasi paling jelek pembayaran kk bni selalu salah otp katanya ujung2 aplikasi tdk bonafied","Aplikasi paling jelek,masukan promo ongkir tdk bisa,ambil promo suruh dowload berulang2 tetap tidak bisa yang lucu masukan cod kuota lewat pemakaian .kapan pernavmh pakai cod baru mau cob aplikasi dah tdk karuan.toped emang aplikasi paling jelek pembayaran kk bni selalu salah otp katanya ujung2 aplikasi tdk bonafied","Aplikasi paling jelek,masukan promo ongkir tdk bisa,ambil promo suruh dowload berulang2 tetap tidak bisa yang lucu masukan cod kuota lewat pemakaian .kapan pernavmh pakai cod baru mau cob aplikasi dah tdk karuan.toped emang aplikasi paling jelek pembayaran kk bni selalu salah otp katanya ujung2 aplikasi tdk bonafied","Aplikasi paling jelek,masukan promo ongkir tdk bisa,ambil promo suruh dowload berulang2 tetap tidak bisa yang lucu masukan cod kuota lewat pemakaian .kapan pernavmh pakai cod baru mau cob aplikasi dah tdk karuan.toped emang aplikasi paling jelek pembayaran kk bni selalu salah otp katanya ujung2 aplikasi tdk bonafied","aplikasi paling jelek,masukan promo ongkir tdk bisa,ambil promo suruh dowload berulang2 tetap tidak bisa yang lucu masukan cod kuota lewat pemakaian .kapan pernavmh pakai cod baru mau cob aplikasi dah tdk karuan.toped emang aplikasi paling jelek pembayaran kk bni selalu salah otp katanya ujung2 aplikasi tdk bonafied"
Pengguna Google,4,2023-04-25 13:50:26,"Tambahkan fitur cod untuk produk pre order dan pada fitur beli langsung. Banyak produk bagus yang tidak mendukung metode pembayaran cod, saya agak kesulitan karena gak punya rekening dan e wallet. Hanya itu kekurangan yang saya rasakan di Tokopedia.","Tambahkan fitur cod untuk produk pre order dan pada fitur beli langsung. Banyak produk bagus yang tidak mendukung metode pembayaran cod, saya agak kesulitan karena gak punya rekening dan e wallet. Hanya itu kekurangan yang saya rasakan di Tokopedia.","Tambahkan fitur cod untuk produk pre order dan pada fitur beli langsung. Banyak produk bagus yang tidak mendukung metode pembayaran cod, saya agak kesulitan karena gak punya rekening dan e wallet. Hanya itu kekurangan yang saya rasakan di Tokopedia.","Tambahkan fitur cod untuk produk pre order dan pada fitur beli langsung. Banyak produk bagus yang tidak mendukung metode pembayaran cod, saya agak kesulitan karena gak punya rekening dan e wallet. Hanya itu kekurangan yang saya rasakan di Tokopedia.","tambahkan fitur cod untuk produk pre order dan pada fitur beli langsung. banyak produk bagus yang tidak mendukung metode pembayaran cod, saya agak kesulitan karena gak punya rekening dan e wallet. hanya itu kekurangan yang saya rasakan di tokopedia."
Pengguna Google,2,2023-04-24 20:08:05,"Permisi, Menurut saya, aplikasi ini bagus. Banyak promo dan gratis ongkir. Tapi kecewa, karena kenapa hampir semua nya ngak ada yang COD. Jadi ada yang tidak punya rekening gimana? Ngak jadi beli dong. Jadi untuk kendalanya di fitur COD, menurut saya. Terima kasih. Mohon maaf jika ada kata yng kurng berkenan.","Permisi, Menurut saya, aplikasi ini bagus. Banyak promo dan gratis ongkir. Tapi kecewa, karena kenapa hampir semua nya ngak ada yang COD. Jadi ada yang tidak punya rekening gimana? Ngak jadi beli dong. Jadi untuk kendalanya di fitur COD, menurut saya. Terima kasih. Mohon maaf jika ada kata yng kurng berkenan.","Permisi, Menurut saya, aplikasi ini bagus. Banyak promo dan gratis ongkir. Tapi kecewa, karena kenapa hampir semua nya ngak ada yang COD. Jadi ada yang tidak punya rekening gimana? Ngak jadi beli dong. Jadi untuk kendalanya di fitur COD, menurut saya. Terima kasih. Mohon maaf jika ada kata yng kurng berkenan.","Permisi, Menurut saya, aplikasi ini bagus. Banyak promo dan gratis ongkir. Tapi kecewa, karena kenapa hampir semua nya ngak ada yang COD. Jadi ada yang tidak punya rekening gimana? Ngak jadi beli dong. Jadi untuk kendalanya di fitur COD, menurut saya. Terima kasih. Mohon maaf jika ada kata yng kurng berkenan.","permisi, menurut saya, aplikasi ini bagus. banyak promo dan gratis ongkir. tapi kecewa, karena kenapa hampir semua nya ngak ada yang cod. jadi ada yang tidak punya rekening gimana? ngak jadi beli dong. jadi untuk kendalanya di fitur cod, menurut saya. terima kasih. mohon maaf jika ada kata yng kurng berkenan."
Pengguna Google,4,2023-04-24 17:22:48,"Tokpet sistem COD'y kalau bisa jgn dibatasi,kalau bisa semua barang jadi gampang kalau mau langsung order...kebanyakan giliran udah mau check out tiba2 g ada sistem COD'y atau lagi g bisa,jadi harus dibatalin terus orderan...Trima kasih🙏","Tokpet sistem COD'y kalau bisa jgn dibatasi,kalau bisa semua barang jadi gampang kalau mau langsung order...kebanyakan giliran udah mau check out tiba2 g ada sistem COD'y atau lagi g bisa,jadi harus dibatalin terus orderan...Trima kasih🙏","Tokpet sistem COD'y kalau bisa jgn dibatasi,kalau bisa semua barang jadi gampang kalau mau langsung order...kebanyakan giliran udah mau check out tiba2 g ada sistem COD'y atau lagi g bisa,jadi harus dibatalin terus orderan...Trima kasih","Tokpet sistem COD'y kalau bisa jgn dibatasi,kalau bisa semua barang jadi gampang kalau mau langsung order.kebanyakan giliran udah mau check out tiba2 g ada sistem COD'y atau lagi g bisa,jadi harus dibatalin terus orderan.Trima kasih","tokpet sistem cod'y kalau bisa jgn dibatasi,kalau bisa semua barang jadi gampang kalau mau langsung order.kebanyakan giliran udah mau check out tiba2 g ada sistem cod'y atau lagi g bisa,jadi harus dibatalin terus orderan.trima kasih"
Pengguna Google,5,2023-04-22 21:24:56,Aplikasi nya sangat sangat bagus dan sangat membantu saya untuk berbelanja tapi untuk Tokopedia nggak ada niatan buat bikin sistem pembayaran cod gitu ? 😭,Aplikasi nya sangat sangat bagus dan sangat membantu saya untuk berbelanja tapi untuk Tokopedia nggak ada niatan buat bikin sistem pembayaran cod gitu ? 😭,Aplikasi nya sangat sangat bagus dan sangat membantu saya untuk berbelanja tapi untuk Tokopedia nggak ada niatan buat bikin sistem pembayaran cod gitu ? ,Aplikasi nya sangat sangat bagus dan sangat membantu saya untuk berbelanja tapi untuk Tokopedia nggak ada niatan buat bikin sistem pembayaran cod gitu ? ,aplikasi nya sangat sangat bagus dan sangat membantu saya untuk berbelanja tapi untuk tokopedia nggak ada niatan buat bikin sistem pembayaran cod gitu ? 
Pengguna Google,2,2023-04-21 17:24:24,"Aplikasi burik anterpaket lemot, gak ada fitur cod, gak ada geratis ongkir... lebih baik pakai shopee banyak geratis ongkir, vocer,dan diskon","Aplikasi burik anterpaket lemot, gak ada fitur cod, gak ada geratis ongkir... lebih baik pakai shopee banyak geratis ongkir, vocer,dan diskon","Aplikasi burik anterpaket lemot, gak ada fitur cod, gak ada geratis ongkir... lebih baik pakai shopee banyak geratis ongkir, vocer,dan diskon","Aplikasi burik anterpaket lemot, gak ada fitur cod, gak ada geratis ongkir. lebih baik pakai shopee banyak geratis ongkir, vocer,dan diskon","aplikasi burik anterpaket lemot, gak ada fitur cod, gak ada geratis ongkir. lebih baik pakai shopee banyak geratis ongkir, vocer,dan diskon"
Pengguna Google,5,2023-04-18 09:31:07,Tolong dong saya seller baru berikan solusi jangan muluk2 soal kompalin.. Yg saya minta klo memang mau diretur barang harus utuh seperti awal saja kirim.. Saya tolak malah jadi ribet.. Mending saya jual di marketplace cod langsung tidak merugikan saya dan pembeli karna langsung.. Saran saya barang packing dibuka lagi dibagian pengiriman cek terlebih dahulu.. Karna saya sbg penguna baru tidak menyertakan video awal dipacking. Saya dirugikan jika barang saya kembali tidak utuh. Tolong dibantu,Tolong dong saya seller baru berikan solusi jangan muluk2 soal kompalin.. Yg saya minta klo memang mau diretur barang harus utuh seperti awal saja kirim.. Saya tolak malah jadi ribet.. Mending saya jual di marketplace cod langsung tidak merugikan saya dan pembeli karna langsung.. Saran saya barang packing dibuka lagi dibagian pengiriman cek terlebih dahulu.. Karna saya sbg penguna baru tidak menyertakan video awal dipacking. Saya dirugikan jika barang saya kembali tidak utuh. Tolong dibantu,Tolong dong saya seller baru berikan solusi jangan muluk2 soal kompalin.. Yg saya minta klo memang mau diretur barang harus utuh seperti awal saja kirim.. Saya tolak malah jadi ribet.. Mending saya jual di marketplace cod langsung tidak merugikan saya dan pembeli karna langsung.. Saran saya barang packing dibuka lagi dibagian pengiriman cek terlebih dahulu.. Karna saya sbg penguna baru tidak menyertakan video awal dipacking. Saya dirugikan jika barang saya kembali tidak utuh. Tolong dibantu,Tolong dong saya seller baru berikan solusi jangan muluk2 soal kompalin.. Yg saya minta klo memang mau diretur barang harus utuh seperti awal saja kirim.. Saya tolak malah jadi ribet.. Mending saya jual di marketplace cod langsung tidak merugikan saya dan pembeli karna langsung.. Saran saya barang packing dibuka lagi dibagian pengiriman cek terlebih dahulu.. Karna saya sbg penguna baru tidak menyertakan video awal dipacking. Saya dirugikan jika barang saya kembali tidak utuh. Tolong dibantu,tolong dong saya seller baru berikan solusi jangan muluk2 soal kompalin.. yg saya minta klo memang mau diretur barang harus utuh seperti awal saja kirim.. saya tolak malah jadi ribet.. mending saya jual di marketplace cod langsung tidak merugikan saya dan pembeli karna langsung.. saran saya barang packing dibuka lagi dibagian pengiriman cek terlebih dahulu.. karna saya sbg penguna baru tidak menyertakan video awal dipacking. saya dirugikan jika barang saya kembali tidak utuh. tolong dibantu
Pengguna Google,1,2023-04-16 17:05:28,"Tokopedia terlalu banyak peraturan yang tidak memanjakan pelanggannya. Contohnya: jika cod dibatalkan 2 kali, maka tidak boleh cod lagi. Gratis ongkir harus diatas rp. 50.000. mohon maaf, aku segera menghapus tokopedia dari daftar aplikasiku. Lebih enak belanja di 5hop33. Di 5hop33, semua peraturannya hanya untuk menyenangkan pelanggannya. Hanya belanja rp. 10.000 sudah gratis ongkir, berfungsi di setiap kali belanja. Cod bisa dipakai tak terbatas. Harga barangnya juga jauh lebih murah. 😂😂😂😂","Tokopedia terlalu banyak peraturan yang tidak memanjakan pelanggannya. Contohnya: jika cod dibatalkan 2 kali, maka tidak boleh cod lagi. Gratis ongkir harus diatas rp. 50.000. mohon maaf, aku segera menghapus tokopedia dari daftar aplikasiku. Lebih enak belanja di 5hop33. Di 5hop33, semua peraturannya hanya untuk menyenangkan pelanggannya. Hanya belanja rp. 10.000 sudah gratis ongkir, berfungsi di setiap kali belanja. Cod bisa dipakai tak terbatas. Harga barangnya juga jauh lebih murah. 😂😂😂😂","Tokopedia terlalu banyak peraturan yang tidak memanjakan pelanggannya. Contohnya: jika cod dibatalkan 2 kali, maka tidak boleh cod lagi. Gratis ongkir harus diatas rp. 50.000. mohon maaf, aku segera menghapus tokopedia dari daftar aplikasiku. Lebih enak belanja di 5hop33. Di 5hop33, semua peraturannya hanya untuk menyenangkan pelanggannya. Hanya belanja rp. 10.000 sudah gratis ongkir, berfungsi di setiap kali belanja. Cod bisa dipakai tak terbatas. Harga barangnya juga jauh lebih murah. ","Tokopedia terlalu banyak peraturan yang tidak memanjakan pelanggannya. Contohnya: jika cod dibatalkan 2 kali, maka tidak boleh cod lagi. Gratis ongkir harus diatas rp. 50.0. mohon maaf, aku segera menghapus tokopedia dari daftar aplikasiku. Lebih enak belanja di 5hop33. Di 5hop33, semua peraturannya hanya untuk menyenangkan pelanggannya. Hanya belanja rp. 10.0 sudah gratis ongkir, berfungsi di setiap kali belanja. Cod bisa dipakai tak terbatas. Harga barangnya juga jauh lebih murah. ","tokopedia terlalu banyak peraturan yang tidak memanjakan pelanggannya. contohnya: jika cod dibatalkan 2 kali, maka tidak boleh cod lagi. gratis ongkir harus diatas rp. 50.0. mohon maaf, aku segera menghapus tokopedia dari daftar aplikasiku. lebih enak belanja di 5hop33. di 5hop33, semua peraturannya hanya untuk menyenangkan pelanggannya. hanya belanja rp. 10.0 sudah gratis ongkir, berfungsi di setiap kali belanja. cod bisa dipakai tak terbatas. harga barangnya juga jauh lebih murah. "
Pengguna Google,1,2023-04-15 20:40:07,"E-Commerce paling aneh disediakan voucher diskon buat pengguna baru mau beli pulsa pas transaksi gak bisa mulu dibatalkan dicoba berulang kali gagal emang kalo ga niat nyediain voucher mending gausah di tampilkan lah dan mau cod pun susah ga semua toko nyediain cod, kurang lengkap juga beda bgt sama si oyen sama si merah","E-Commerce paling aneh disediakan voucher diskon buat pengguna baru mau beli pulsa pas transaksi gak bisa mulu dibatalkan dicoba berulang kali gagal emang kalo ga niat nyediain voucher mending gausah di tampilkan lah dan mau cod pun susah ga semua toko nyediain cod, kurang lengkap juga beda bgt sama si oyen sama si merah","E-Commerce paling aneh disediakan voucher diskon buat pengguna baru mau beli pulsa pas transaksi gak bisa mulu dibatalkan dicoba berulang kali gagal emang kalo ga niat nyediain voucher mending gausah di tampilkan lah dan mau cod pun susah ga semua toko nyediain cod, kurang lengkap juga beda bgt sama si oyen sama si merah","E-Commerce paling aneh disediakan voucher diskon buat pengguna baru mau beli pulsa pas transaksi gak bisa mulu dibatalkan dicoba berulang kali gagal emang kalo ga niat nyediain voucher mending gausah di tampilkan lah dan mau cod pun susah ga semua toko nyediain cod, kurang lengkap juga beda bgt sama si oyen sama si merah","e-commerce paling aneh disediakan voucher diskon buat pengguna baru mau beli pulsa pas transaksi gak bisa mulu dibatalkan dicoba berulang kali gagal emang kalo ga niat nyediain voucher mending gausah di tampilkan lah dan mau cod pun susah ga semua toko nyediain cod, kurang lengkap juga beda bgt sama si oyen sama si merah"
Pengguna Google,1,2023-04-06 07:42:48,Kenapa saya mau pesan COD maupun tidak COD tetap gk bisa pesan ya selalu di batalkan alasan pelanggaran padahal saya tidak melakukan pelanggaran apapun dan ini sudah beberapa kali saya mau pesan selalu tidak bisa dan alasan pun sama tolong ya orang mau belanja berapa kali itu urusan yang beli jgn di persulit dalam belanja kalau pun tidak ada gratis ongkir maupun potongan harga gk usah di buat bikin pusing saja,Kenapa saya mau pesan COD maupun tidak COD tetap gk bisa pesan ya selalu di batalkan alasan pelanggaran padahal saya tidak melakukan pelanggaran apapun dan ini sudah beberapa kali saya mau pesan selalu tidak bisa dan alasan pun sama tolong ya orang mau belanja berapa kali itu urusan yang beli jgn di persulit dalam belanja kalau pun tidak ada gratis ongkir maupun potongan harga gk usah di buat bikin pusing saja,Kenapa saya mau pesan COD maupun tidak COD tetap gk bisa pesan ya selalu di batalkan alasan pelanggaran padahal saya tidak melakukan pelanggaran apapun dan ini sudah beberapa kali saya mau pesan selalu tidak bisa dan alasan pun sama tolong ya orang mau belanja berapa kali itu urusan yang beli jgn di persulit dalam belanja kalau pun tidak ada gratis ongkir maupun potongan harga gk usah di buat bikin pusing saja,Kenapa saya mau pesan COD maupun tidak COD tetap gk bisa pesan ya selalu di batalkan alasan pelanggaran padahal saya tidak melakukan pelanggaran apapun dan ini sudah beberapa kali saya mau pesan selalu tidak bisa dan alasan pun sama tolong ya orang mau belanja berapa kali itu urusan yang beli jgn di persulit dalam belanja kalau pun tidak ada gratis ongkir maupun potongan harga gk usah di buat bikin pusing saja,kenapa saya mau pesan cod maupun tidak cod tetap gk bisa pesan ya selalu di batalkan alasan pelanggaran padahal saya tidak melakukan pelanggaran apapun dan ini sudah beberapa kali saya mau pesan selalu tidak bisa dan alasan pun sama tolong ya orang mau belanja berapa kali itu urusan yang beli jgn di persulit dalam belanja kalau pun tidak ada gratis ongkir maupun potongan harga gk usah di buat bikin pusing saja
Pengguna Google,5,2023-04-06 05:03:54,"dulu sering belanja di sini, tapi sekarang setelah gratis ongkir di batasi, cod pun juga dibatasi, dan tidak adanya fitur pilihan rubah kurir, setelah transaksi kaya sebelah, mohon diperbaiki pelayanannya dan fiturnya🙏🏻","dulu sering belanja di sini, tapi sekarang setelah gratis ongkir di batasi, cod pun juga dibatasi, dan tidak adanya fitur pilihan rubah kurir, setelah transaksi kaya sebelah, mohon diperbaiki pelayanannya dan fiturnya🙏🏻","dulu sering belanja di sini, tapi sekarang setelah gratis ongkir di batasi, cod pun juga dibatasi, dan tidak adanya fitur pilihan rubah kurir, setelah transaksi kaya sebelah, mohon diperbaiki pelayanannya dan fiturnya","dulu sering belanja di sini, tapi sekarang setelah gratis ongkir di batasi, cod pun juga dibatasi, dan tidak adanya fitur pilihan rubah kurir, setelah transaksi kaya sebelah, mohon diperbaiki pelayanannya dan fiturnya","dulu sering belanja di sini, tapi sekarang setelah gratis ongkir di batasi, cod pun juga dibatasi, dan tidak adanya fitur pilihan rubah kurir, setelah transaksi kaya sebelah, mohon diperbaiki pelayanannya dan fiturnya"
Pengguna Google,1,2023-04-02 13:20:52,"Ah udah, tokopedia makin sini makin ga jelas. Saya beli barang tgl 26, perkiraan smpe 28-29 maret, sekarang udah 2 april masih ga jelas. Liat history kurir nya bolak balik ga jelas. Pdhl udh dibayar, bukan cod. Udah kesekan kalinya nih tokped ga memuaskan, kerja sama sm kurir ga jelas. Tulisannya sm anteraja, tp kenapa malah jd satria. Setelah orderan sy selesai najis sy beli d tokped lg. Mending d shopee. Bodo amat lah produk luar jg drpd rugi. Cari yg pasti pasti aja. Auto uninstall.","Ah udah, tokopedia makin sini makin ga jelas. Saya beli barang tgl 26, perkiraan smpe 28-29 maret, sekarang udah 2 april masih ga jelas. Liat history kurir nya bolak balik ga jelas. Pdhl udh dibayar, bukan cod. Udah kesekan kalinya nih tokped ga memuaskan, kerja sama sm kurir ga jelas. Tulisannya sm anteraja, tp kenapa malah jd satria. Setelah orderan sy selesai najis sy beli d tokped lg. Mending d shopee. Bodo amat lah produk luar jg drpd rugi. Cari yg pasti pasti aja. Auto uninstall.","Ah udah, tokopedia makin sini makin ga jelas. Saya beli barang tgl 26, perkiraan smpe 28-29 maret, sekarang udah 2 april masih ga jelas. Liat history kurir nya bolak balik ga jelas. Pdhl udh dibayar, bukan cod. Udah kesekan kalinya nih tokped ga memuaskan, kerja sama sm kurir ga jelas. Tulisannya sm anteraja, tp kenapa malah jd satria. Setelah orderan sy selesai najis sy beli d tokped lg. Mending d shopee. Bodo amat lah produk luar jg drpd rugi. Cari yg pasti pasti aja. Auto uninstall.","Ah udah, tokopedia makin sini makin ga jelas. Saya beli barang tgl 26, perkiraan smpe 28-29 maret, sekarang udah 2 april masih ga jelas. Liat history kurir nya bolak balik ga jelas. Pdhl udh dibayar, bukan cod. Udah kesekan kalinya nih tokped ga memuaskan, kerja sama sm kurir ga jelas. Tulisannya sm anteraja, tp kenapa malah jd satria. Setelah orderan sy selesai najis sy beli d tokped lg. Mending d shopee. Bodo amat lah produk luar jg drpd rugi. Cari yg pasti pasti aja. Auto uninstall.","ah udah, tokopedia makin sini makin ga jelas. saya beli barang tgl 26, perkiraan smpe 28-29 maret, sekarang udah 2 april masih ga jelas. liat history kurir nya bolak balik ga jelas. pdhl udh dibayar, bukan cod. udah kesekan kalinya nih tokped ga memuaskan, kerja sama sm kurir ga jelas. tulisannya sm anteraja, tp kenapa malah jd satria. setelah orderan sy selesai najis sy beli d tokped lg. mending d shopee. bodo amat lah produk luar jg drpd rugi. cari yg pasti pasti aja. auto uninstall."
Pengguna Google,1,2023-03-30 20:27:08,"Susah banget COD di Tokped padahal barang yang dijual bisa COD tapi pas metode pembayaran gak bisa,Aplikasi Dah lama kok bikin sistem kayakak taiiii,erroran...","Susah banget COD di Tokped padahal barang yang dijual bisa COD tapi pas metode pembayaran gak bisa,Aplikasi Dah lama kok bikin sistem kayakak taiiii,erroran...","Susah banget COD di Tokped padahal barang yang dijual bisa COD tapi pas metode pembayaran gak bisa,Aplikasi Dah lama kok bikin sistem kayakak taiiii,erroran...","Susah banget COD di Tokped padahal barang yang dijual bisa COD tapi pas metode pembayaran gak bisa,Aplikasi Dah lama kok bikin sistem kayakak tai,erroran.","susah banget cod di tokped padahal barang yang dijual bisa cod tapi pas metode pembayaran gak bisa,aplikasi dah lama kok bikin sistem kayakak tai,erroran."
Pengguna Google,1,2023-03-19 14:48:57,Gk tau ini fungsi tokopedia apa ? Sudah ongkir mahal gk bisa cod pdahal rumah ku kota ..q kira penjual yang non aktifkan cod sampai chat ke penjual ternyata dari tokopedia sendiri yang mepersulit sistim cod auto unistal 😂,Gk tau ini fungsi tokopedia apa ? Sudah ongkir mahal gk bisa cod pdahal rumah ku kota ..q kira penjual yang non aktifkan cod sampai chat ke penjual ternyata dari tokopedia sendiri yang mepersulit sistim cod auto unistal 😂,Gk tau ini fungsi tokopedia apa ? Sudah ongkir mahal gk bisa cod pdahal rumah ku kota ..q kira penjual yang non aktifkan cod sampai chat ke penjual ternyata dari tokopedia sendiri yang mepersulit sistim cod auto unistal ,Gk tau ini fungsi tokopedia apa ? Sudah ongkir mahal gk bisa cod pdahal rumah ku kota ..q kira penjual yang non aktifkan cod sampai chat ke penjual ternyata dari tokopedia sendiri yang mepersulit sistim cod auto unistal ,gk tau ini fungsi tokopedia apa ? sudah ongkir mahal gk bisa cod pdahal rumah ku kota ..q kira penjual yang non aktifkan cod sampai chat ke penjual ternyata dari tokopedia sendiri yang mepersulit sistim cod auto unistal 
Pengguna Google,5,2023-03-19 00:36:56,"Setelah pesanan tiba dirumah dan saya minta retur (barang tidak sesuai dengan pesanan). Saat retur memang gratis biaya ongkir. tetapi setelah terjadi retur, besoknya saya di teror oleh kurir mengakatan paket kiriman COD atas nama saya, padahal saya tidak pernah sama sekali beli barang COD. Setelah di cek nomor hp tidak sesuai pakai Indosat sementara keluarga sama sekali tidak pakai kartu Indosat 3 hari saya di teror kiriman COD sama kurir yang berbeda, setelah barang saya diterima untuk retur","Setelah pesanan tiba dirumah dan saya minta retur (barang tidak sesuai dengan pesanan). Saat retur memang gratis biaya ongkir. tetapi setelah terjadi retur, besoknya saya di teror oleh kurir mengakatan paket kiriman COD atas nama saya, padahal saya tidak pernah sama sekali beli barang COD. Setelah di cek nomor hp tidak sesuai pakai Indosat sementara keluarga sama sekali tidak pakai kartu Indosat 3 hari saya di teror kiriman COD sama kurir yang berbeda, setelah barang saya diterima untuk retur","Setelah pesanan tiba dirumah dan saya minta retur (barang tidak sesuai dengan pesanan). Saat retur memang gratis biaya ongkir. tetapi setelah terjadi retur, besoknya saya di teror oleh kurir mengakatan paket kiriman COD atas nama saya, padahal saya tidak pernah sama sekali beli barang COD. Setelah di cek nomor hp tidak sesuai pakai Indosat sementara keluarga sama sekali tidak pakai kartu Indosat 3 hari saya di teror kiriman COD sama kurir yang berbeda, setelah barang saya diterima untuk retur","Setelah pesanan tiba dirumah dan saya minta retur (barang tidak sesuai dengan pesanan). Saat retur memang gratis biaya ongkir. tetapi setelah terjadi retur, besoknya saya di teror oleh kurir mengakatan paket kiriman COD atas nama saya, padahal saya tidak pernah sama sekali beli barang COD. Setelah di cek nomor hp tidak sesuai pakai Indosat sementara keluarga sama sekali tidak pakai kartu Indosat 3 hari saya di teror kiriman COD sama kurir yang berbeda, setelah barang saya diterima untuk retur","setelah pesanan tiba dirumah dan saya minta retur (barang tidak sesuai dengan pesanan). saat retur memang gratis biaya ongkir. tetapi setelah terjadi retur, besoknya saya di teror oleh kurir mengakatan paket kiriman cod atas nama saya, padahal saya tidak pernah sama sekali beli barang cod. setelah di cek nomor hp tidak sesuai pakai indosat sementara keluarga sama sekali tidak pakai kartu indosat 3 hari saya di teror kiriman cod sama kurir yang berbeda, setelah barang saya diterima untuk retur"
